artists,track_name
Sonny Boy Williamson II,Don't Start Me To Talkin'
AJJ,Angel of Death
Ramshackle Glory,Bitter Old Man - Live
Harley Poe,You're a Witch
Frank Turner,Non Serviam
Frank Turner,The Gathering
Eric Lumiere,7 Years
Days N Daze,Comfort epershand Control
Frank Turner,Demons
Aimyon,愛を伝えたいだとか
Gen Hoshino,FUSHIGI
Luther Allison,Bad News Is Coming
Ethan Loukas,I Mean Love
Gabrielle Aplin,Night Bus
Andrew Belle,Dark Matter
Gen Hoshino,Doraemon
Carly Lyman;Jason Lux,Landslide
Joshua Radin,I'd Rather Be With You [Radio Edit]
Blame Jones,Leave The Door Open - Acoustic
Michelle Featherstone,Careful
Lusaint,Use Somebody - Acoustic
Kurt Cobain,She Only Lies
Thomas Daniel,What About Us - Acoustic
Big Mama Thornton,Hound Dog
Ingrid Michaelson,Turn To Stone
Joseph Sullinger,Drawn by the Wind (Arr. for Guitar)
Neulore,Don't Shy From The Light
Ben Woodward,Memories (Acoustic)
Nathan Angelo,She’s The Song
Andrew Ripp,When You Fall in Love
Jason Mraz,I Won’t Give Up
JJ Heller,Suitcase
Filip Nordin,Stitches
"Melvin Taylor;Lucky Peterson;Titus Williams;Ray ""Killer"" Allison",I 'll Play the Blues for You
Mone Kamishiraishi,PRIDE
Gabrielle Aplin,The Power of Love
Amos Lee,Arms Of A Woman
Donovan Woods,Seeing Other People
Sara Bareilles,King of Anything
Covers Culture;Acoustic Covers Culture;Lounge Covers Culture Of Popular Songs,Lost Cause - Acoustic Covers Versions of Popular Songs
Keisha White,The Weakness in Me
Austin Plaine,Honey
Drew Holcomb & The Neighbors,I Like to Be With Me When I'm With You
Eddie Vedder,No More - Live
Beans on Toast,On & On
Johnnyswim,A Million Years
Eddie Vedder,End Of The Road
Not Half Bad,"It Really Sucked, Actually"
Frank Turner,The Work
Chuck Ragan,Trenchfoot
AJJ,Unicron
Violent Femmes,Issues
AJJ,Darkest Heart
"Defiance, Ohio",Letter Home
NORMANDY;Lynn Miller,Control
Days N Daze,Fall Out
Frank Turner,The Gathering
Brandi Carlile,This Time Tomorrow
Mischief Brew,Roll Me Through the Gates of Hell - Acoustic Version
Gen Hoshino,SUN
Parker Jenkins,Sweet but Psycho - Acoustic
Sunset & Highland,I'm the One - Acoustic
Gabrielle Aplin,Magic
Kris Allen,Lost
Shikao Suga,黄金の月
Ben Rector,It Would Be You
Guus Dielissen,As It Was - Acoustic Instrumental
Jae Hall,Sweet Child O' Mine - Acoustic
Kina Grannis,Beyond The Sea
John Adams,Have I Told You Lately That I Love You - Acoustic
Andrew Ripp,Pilots
Naotaro Moriyama,さくら - 二〇一九
Chord Overstreet,Homeland
Tyler Ward,The Hardest Thing
Postcards & Polaroids;Sad Boy,Supermarket Flowers
Yu Takahashi,陽はまた昇る
Unkle Bob,Swans
The Cameron Collective,The Greatest Showman - Rewrite The Stars (Acoustic)
Boyce Avenue,Perfect
John Adams,A Million Dreams - Acoustic
Aimyon,3636
Aimyon,君はロックを聴かない
Boyce Avenue,Tears In Heaven
Joshua Radin,Paperweight by Joshua Radin and Schuyler Fisk
JJ Heller,Meant to Be
Kurei,Paasa
Us The Duo,No Matter Where You Are - Wedding Version
Hanare Gumi,大安
Suy Galvez,Now We're Starting Over Again
JJ Heller,In the Morning
Little Walter,My Babe
Matt Pless,What a Time to Be Alive
Peter Bradley Adams,The Longer I Run
Covers Culture;Acoustic Covers Culture;Lounge Covers Culture Of Popular Songs,You're Not Sorry - Acoustic Covers Versions of Popular Songs
Jay Filson,"Don't Think Twice, It's All Right - Acoustic"
Suy Galvez,Is There Something
Jason Mraz,Living in the Moment
KT Tunstall,Other Side Of The World
Days N Daze,Torches Are Calling
Gail Blanco,Close to You
Eddie Vedder,Far Behind
Ankle Grease,Protest Songs
AJJ,White Worms
Frank Turner,Miranda
Frank Turner,Linoleum
Dave Barnes,God Gave Me You
Days N Daze,Perfectly Dysfunctional
Apes of the State,Internet Song
Get Dead,Welcome to Hell
Gen Hoshino,Pop Virus
John Elliott,All Too Well - Jake's Version
Brandon Chase;Taylor Manns,Dilemma
Gabrielle Aplin,Miss You
Zak Manley,Kiss Me
Sara Farell,Teenage Dream
Tim Halperin,White
Linn Brikell,All Falls Down
Zack Tabudlo,This Is Love
Sara Farell;Simon Samaeng,Still Falling For You - Acoustic
The Mayries,I Will Wait
Rosie Thomas;The Shins;Sufjan Stevens;Josh Ottum,Always Be My Baby
Celestial Conscience,Jocelyn Flores - Acoustic Guitar
Isabella Celander,Use Somebody - Acoustic Version
Erato;Charlotte Almgren,As Long as You Love Me
Rosi Golan,Can't Go Back
Caj Morgan,The Nights - Acoustic
Yosui Inoue;Tamio Okuda,月ひとしずく
Brandi Carlile;Sam Smith,Party of One (feat. Sam Smith)
Masaharu Fukuyama,恋の魔力
Us The Duo,Take Me Home
Takehara Pistol,ドサ回り数え歌
Kazuyoshi Saito,純風
Boyce Avenue;Tyler Ward,Fix You
Front Porch Step,Truth
Andrew Ripp,Jericho
Keisha White,The Weakness In Me
Eddie Vedder,Invincible
Brendan James,Yellow Lines
Joseph Sullinger,What a Wonderful World
Eddie Vedder,No More
Howlin' Wolf,Spoonful
Johnnyswim,Over
AJJ,Body Terror Song
RENT STRIKE,VI: Don't Let Love Bog You Down
Johnnyswim,What Are You Doing New Years Eve
Covers Culture,SOS - Acoustic Covers Versions
Gabrielle Aplin,The Power of Love
Days N Daze,Mosquitoes
Calibretto 13,High 5
Penny and Sparrow,Don't Wanna Be Without Ya
Ramshackle Glory,Of Ballots and Barricades - Live
Rail Yard Ghosts,Dirty Little Rag
Laura Jane Grace,Day Old Coffee
Pigeon Pit,Clawfoot
Pigeon Pit,Peach
Harley Poe,Alone in the Dark Mansion of Madness
Buddy Guy;Derek Trucks,Skin Deep (feat. Derek Trucks)
Frank Turner,We Shall Not Overcome
Grace Petrie,Northbound
Sara Farell,Sombody else - Acoustic
Jonah Baker,Stuck with U - Acoustic
Matt Johnson,Havana - Acoustic
Zack Tabudlo,Yakap
Sara Farell,Sunflower
Mother's Daughter;Beck Pete,Hollywood's Bleeding
Salty Snacks,Without You
Canyon City,Between the Stars
The Civil Wars,To Whom It May Concern
Sara Farell,Issues - Acoustic
Tamio Okuda,花になる
Richard Walters,Unconditional
Guus Dielissen,Moth To A Flame - Acoustic Instrumental
Boyce Avenue,Bleeding Love
Jon Bryant,Light
Boyce Avenue;Alex Goot,A Thousand Miles
Michael Logen,Darkness Within
Ice Seguerra,Ikaw Lamang
Ingrid Michaelson;A Great Big World,Over You
Ingrid Michaelson,Stay Right Where You Are
Carly Lyman;Jason Lux,(I Just) Died In Your Arms - Acoustic
Jimmy Rogers,Walking By Myself
Masaharu Fukuyama,KISSして
Todd Carey,Nintendo
Mone Kamishiraishi,Diamonds
Ray LaMontagne,We'll Make It Through
Steve Pulvers,Untainted Innocence
Andrew Foy;Renee Foy;Stephan Baulig,Afterglow - Stephan Baulig Remix
Chris Cresswell,To the Wind
JJ Heller,What Love Really Means
Hanare Gumi,PEOPLE GET READY
Rory Block,Lovin' Whiskey
A Great Big World,Already Home
Johnnyswim,Big Time
Bobbylene,Canada
Chris Cresswell,Meet Me in the Shade
AJJ,I Am So Mad at You
Joey Cape,Wind in Your Sails
AJJ,Deathlessness
Days N Daze,"Little Blue Pills, Pt..3"
Son&Dad;Filip Nordin,Drag Me Down
Days N Daze,None Exempt
Cannon's Jug Stompers,Going To Germany
Frank Turner,Rivers
Vendredi;ELLE,When I Was Your Man
Chad Hates George,"Fry, Bacon, Fry (Die Pigs!)"
Violent Femmes,"Dance, Motherfucker, Dance!"
Marc Broussard;J.J. Grey,In the Midnight Hour (feat. J.J. Grey)
Vendredi;Chrissy Dave,Seven Nation Army - Acoustic Covers Versions of Popular Songs
Get Dead,She's a Problem
Adam Christopher,Mood - Acoustic
Jason Mraz,Long Drive
Kina Grannis,Issues
Joe Brooks,Pink Sky Moon
Chord Overstreet,Hold On
Sara Farell,We Don't Talk Anymore
J-Que Beenz,Beautiful Girls
Tim Halperin,Something Beautiful
Boyce Avenue,Right Here Waiting
Roberto Diana;Muniesa,Cortes de Aragón
Bootstraps,Whenever You're Around
Boyce Avenue,The One That Got Away
Roses & Frey,With or Without You
Kazuyoshi Saito,深夜高速
Nathan Angelo,She's The Song - Acoustic
Naotaro Moriyama,生きてることが辛いなら
The Perishers,My Heart
Masaharu Fukuyama,アクセス
Graham Colton,Life's What You Make It
Guus Dielissen,Memories (Instrumental Guitar)
Penny and Sparrow;Stephanie Briggs,Duet (feat. Stephanie Briggs)
Masaharu Fukuyama,追憶の雨の中 (Original Version)
Boyce Avenue;Jennel Garcia,Shallow
Son&Dad;Filip Nordin,I Want It That Way - Acoustic Covers of Popular Songs
Hanare Gumi,明日へゆけ
Yosui Inoue,青空、ひとりきり - Remastered 2018
Sakura Fujiwara,Someday
Correatown,All The World (I Tell Myself)
Rory Block,Cried Like A Baby
Violent Femmes,Good Feeling
Hanare Gumi,踊る人たち
Aberola,Si Te Vas
Front Porch Step,So Help Me God
She/Her/hers,To-Do Lists (Color Coded)
Yosui Inoue,神無月にかこまれて - Remastered 2018
Eric Lumiere,7 Years
Gail Blanco,Make It Easy On Yourself
Harley Poe,Hollow Man
Corporate Hearts,Waves of Panic
Frank Turner,Miranda
Dan Andriano in the Emergency Room,"Of Peace, Quiet And Monsters"
Frank Turner,Little Life
Violent Femmes,Black Girls
Days N Daze,Kick Your Lawyer in the Face
Days N Daze,Fast Track
Harley Poe,Maria
Taj Mahal,"Corinna - From ""The Natch'l Blues"""
Pigeon Pit,Tall Cans
Chuck Ragan,You Get What You Give
Frank Turner,Four Simple Words
Limoblaze;Lecrae;Happi,Jireh (My Provider)
Criolo,Ainda Há Tempo
Criolo,Fellini
Criolo,Lion Man
Criolo,Espiral de Ilusão
Criolo,Yemanjá Chegou
Criolo;Rael,Tô Pra Ver
BaianaSystem,Terapia
Plastilina Mosh,Aló
Criolo,Vasilhame
Criolo,Sucrilhos
Criolo,Chuva Ácida
Criolo,Breaco
BaianaSystem;BNegão,Reza Forte
Criolo,É o Teste
Criolo;MC Hariel;Liniker;Maria Vilani;Jaques Morelenbaum,Pequenina
Jorge Drexler;Sebastián Prada,Milonga de Ojos Dorados (Alfredo Zitarrosa) - Live on Pardelion Music
Criolo,Até Me Emocionei
Criolo;Emicida;Mano Brown,Vida Loka I - Live
Criolo,Demorô
BaianaSystem;Liz Reis,Guerra Batalha
BaianaSystem,Duas Cidades
Criolo,Mariô
Criolo;Emicida;Evandro Fióti,Só Mais Uma Noite - Live
Criolo,Pretos Ganhando Dinheiro Incomoda Demais
Criolo,Samba Sambei
Juanafé,La Makinita
Criolo;Milton Nascimento,Me Corte na Boca do Céu a Morte Não Pede Perdão
Criolo,Menino Mimado
Criolo,Aprendendo a Sobreviver
Juanafé,Tengo Luquita
Criolo,Primavera (Vai Chuva)
Criolo;Emicida,A Cada Vento - Live
Samuca e a Selva,Detergente
Criolo,Nas Águas
Criolo,Plano de Voo
Juanafé,Chiquitita
Criolo,Freguês da Meia Noite
Criolo,Hora da Decisão
BaianaSystem,"Jah Jah Revolta, Pt. 2"
BaianaSystem,Dia da Caça
Criolo,Fio de Pumo (Padê Onã)
Criolo,Pegue Pra Ela
Criolo,Filha do Maneco
Criolo,Cria de Favela
Criolo,Boca Fofa
Criolo,Calçada
Criolo;Emicida,Zica Vai Lá - Live
Criolo;Emicida,Subirusdoistiozin - Live
Jackie Mittoo,Darker Shade of Black
Pompi,Meghar Jolonga
Menahan Street Band,Queens Highway
Criolo,Etérea
BaianaSystem,Cabeça de Papel
BaianaSystem,Invisível
Los Pirañas,"Lambada de Oceanía, África y América"
BaianaSystem;Orquestra Afrosinfônica,Fogo (Versão Estendida)
BaianaSystem;Makavelli;Jaymitta,Nauliza
Jorge Drexler,Mediterráneo
Criolo,Me Dê Motivo
BaianaSystem;Buguinha Dub;Curumin;Edgar,Sonar (Adubado)
BaianaSystem,Forasteiro
Plastilina Mosh,Oxidados
Samuca e a Selva,À Beça
Los Amigos Invisibles,Sueño Erótico
Jorge Drexler;Gal Costa,"Negro Amor (It's All Over Now, Baby Clue)"
Criolo,Povo Guerreiro
BaianaSystem,Navio
Criolo,No Sapatinho
Metá Metá,São Jorge
BaianaSystem;Cássia Eller,O Segundo Sol
Los Amigos Invisibles,Amar Es Algo Más
BaianaSystem;Samba de Lata de Tijuaçú,Redoma
Criolo;Emicida,Viva (Melô Dos Vileiros) - Live
Criolo,Samba Sambei (Dub Mix)
BaianaSystem;VANDAL,CertoPeloCertoh
Mandrill,Fat City Strut
Samuca e a Selva;Luedji Luna,"Fé Cega, Faca Amolada"
Juanafé,La Bala
Criolo,Chocolate
Criolo,Mariô - Live
Criolo;Emicida,Demorô - Live
BaianaSystem;As Ganhadeiras de Itapuã,Panela
BaianaSystem;BNegão,Reza Forte
Plastilina Mosh,Human Disco Ball
BaianaSystem,Bala na Agulha
Juanafé,La Jardinera
Hugh Masekela,Makoti
Hugh Masekela,Nontsokolo
Manu Dibango,Soul Makossa
Criolo;Emicida,Triunfo - Live
Criolo;Emicida,Grajauex - Live
Hugh Masekela,District Six - Live
Criolo;Emicida,Não Existe Amor Em SP - Live
Hugh Masekela,Women Of The Sun
Criolo;Emicida,Bogotá - Live
Jackie Mittoo,Black Organ
Manu Dibango,Dikalo - Remix 97
Hugh Masekela,District Six - Live
Ernest Ranglin,Stop That Train
Calle 13,Atrévete-Te-Te
El Michels Affair,Shimmy Shimmy Ya
Ali Farka Touré;Toumani Diabaté,Ruby
Criolo,4 da Manhã – Deluxe Edition
BaianaSystem;Orquestra Afrosinfônica;Antonio Carlos & Jocafi,Água (Versão Estendida)
Jorge Drexler,Organdí
Los Amigos Invisibles;Ferraz,Sólo los dos (feat. Ferraz)
Afrocidade,Tô pra Onda
Los Amigos Invisibles,Eres Mis Ganas
Calle 13,Bienvenidos A Mi Mundo
OQuadro;Dimak,Tá Amarrado
Nomade Orquestra;Russo Passapusso,Agente Russo
BaianaSystem;Nação Zumbi,Alfazema
Jorge Drexler,Crece
Romperayo,Alegria por un Zumo de Naranja Con Panela
Criolo,Cóccix-ência
Los Amigos Invisibles,Dulce
William Onyeabor,Ride On Baby - 1977 Version
Jorge Drexler,La nieve en la bola de nieve
BaianaSystem,Raminho
BaianaSystem,"Oxe, Como Era Doce"
Jorge Drexler,Uno
Plastilina Mosh,Ode To Mauricio Garces
Jorge Drexler,Aquiles por su talón es Aquiles
Samuca e a Selva,Madurar
Plastilina Mosh,Te Lo Juro Por Madonna (Si Omba Ta Gueno)
BaianaSystem;Carolaine,A Vida É Curta Pra Viver Depois
Plastilina Mosh,Bungaloo Punta Cometa
BaianaSystem,Dança de Airumã
BaianaSystem,"Barravenida, Pt. 2"
Bixiga 70,Desengano da Vista
Samuca e a Selva,Flores Raras
BaianaSystem,Mercado
Metá Metá,Obá Iná
Jorge Drexler,Río abajo
Plastilina Mosh,Niño Bomba
Hugh Masekela,Makoti
Hugh Masekela,District Six - Live
BaianaSystem,Calamatraca
Orquestra Brasileira de Música Jamaicana,O Guarani
Tony Allen,Ikeja Roads
Jorge Drexler,La infidelidad de la era informática
Hugh Masekela;Gugu Shezi,Bambezela
BaianaSystem,Chapéu Panamá
Hugh Masekela,Makoti
Criolo;Emicida,Lion Man - Live
Hugh Masekela,District Six - Live
Los Amigos Invisibles,Sex Appeal
Los Amigos Invisibles,Corazón Tatú
Hugh Masekela,District Six - Live
CalledOut Music,Thank You Lord
Ali Farka Touré,Ai Du (with Ry Cooder)
Bang Data,Bang Data
QUITAPENAS,La Educación
Morbo y Mambo,gorila
Plastilina Mosh,Shampoo
Los Amigos Invisibles,Canción Ecológica
Los Amigos Invisibles,Disco Ball
Letta Mbulu,There's Music In The Air
Tony Allen;Damon Albarn,Go Back
Los Amigos Invisibles,Contigo
Subhira,Cumbia Elemental
La Misa Negra,Acosadora - Radio Edit
Plastilina Mosh,JAJAJA
Plastilina Mosh,Enzo
Juanafé;Demian Rodríguez,Fuiste un Trozo de Hielo en la Escarcha
Jorge Drexler,Sea - Cara B
Newen Afrobeat,Chaltumay
Newen Afrobeat,Caminante
Juanafé,Como Ayer
BaianaSystem,Barravenida
BaianaSystem,Corneteiro Luís
Jorge Drexler,De amor y de casualidad
Mandrill,Mango Meat
Criolo,Língua Felina – Deluxe Edition
Los Amigos Invisibles;C-Funk;Mcklopedia,Como te Gusta (feat. C-Funk & McKlopedia)
Los Amigos Invisibles,Si Tú Te Vas
Jorge Drexler,Nada menos
El Hijo De La Cumbia,La Mara Tomaza
BaianaSystem,Tubarão
BaianaSystem;Bule Bule;Rapadura,Oxe
Jorge Drexler,Tamborero
Los Amigos Invisibles,Espérame (Extended Mix)
BaianaSystem,Amerikha Expressa
BaianaSystem,Jah Jah Revolta
The Budos Band,King Cobra
BaianaSystem;Roberto Mendes,Nesse Mundo
BaianaSystem;Claudia Manzo,Pachamama
Samuca e a Selva;Criolo,Cais
The New Mastersounds;Spellbinder,Fancy (feat. Spellbinder)
Bixiga 70,Tema Di Malaika
BaianaSystem,O Carnaval Quem É Que Faz?
BaianaSystem,Rádio África
Jorge Drexler,Princesa bacana
Jackie Mittoo,Wall Street
Plastilina Mosh,Human Disco Ball
Los Amigos Invisibles,Cachete a Cachete
Criolo,Coroné Antonio Bento
BaianaSystem,Corneteiro Luís
Jorge Drexler,Aquellos tiempos
El Michels Affair,C.R.E.A.M.
Limoblaze;Moses Bliss,Grateful
CalledOut Music,Shout to the Lord
Limoblaze;Emandiong,Desire
Mulatu Astatke,Tezeta (Nostalgia)
TJ Cream,The Vibe
Caê,O Caçador e a Flecha
Afrocidade,LadoB
Jor'dan Armstrong,YOU
BaianaSystem,BembaDub
Criolo,Dilúvio de Solidão
Sarah Téibo;Sigag Lauren;Paola Carla,Belongs to You - EDM Remix
Timoneki;Silvana Estrada,Mi Gente
Jorge Drexler,No pienses de más
Jorge Drexler,Codo Con Codo
Becca Folkes;Happi,12 Rounds (feat. Happi)
La Misa Negra,Dueña de Mi
Jor'dan Armstrong,GRACE
Thiago França,Cumbia Cumbia
Money Chicha,Quieren Efectos
Criolo,Lá Vem Você
Breakestra,Show & Prove
Metá Metá,Tristeza Não
Criolo,Nas Águas
Criolo,Menino Mimado
Africania,Oxalá Babá
Samuca e a Selva,Vem
Jorge Drexler,Gracias - Cara B
Jorge Drexler,Durante
Los Amigos Invisibles,Dame el Mambo
Juanafé,Venga Mi Vida
Afrocidade,Eu Vou no Gueto
Los Amigos Invisibles;Superthriller,Give us your money (feat. Superthriller)
Los Amigos Invisibles,No Es Fácil Amar
Abayomy Afrobeat Orquestra,Abra Sua Cabeça
Jorge Drexler,Corazón de cristal
Calle 13,Intro Crónica De Un Nacimiento
Los Amigos Invisibles,Viajero Frecuente del Amor
Newen Afrobeat,Open Your Eyes
The Budos Band,Magus Mountain
BaianaSystem;Bule Bule,Vixe
BaianaSystem;Tonho Matéria,Catraca
BaianaSystem;Claudia Manzo,Capucha
Plastilina Mosh,I´ve Got That Milton Pacheco Kinda Feeling - Melancolic Mix
Plastilina Mosh,Monster Truck
BaianaSystem;Céu,O Que Não Me Destrói Me Fortalece
Jorge Drexler,Camino a La Paloma
Jorge Drexler,Madre Tierra
Jackie Mittoo,Killer Diller
Los Amigos Invisibles,Invisible Love
Prinx Emmanuel;Grace Lokwa,Kumama Papa - Tiktok refix version
Cymande,Dove
Menahan Street Band,The Traitor
Monophonics;Kelly Finnigan,Last One Standing
Jorge Drexler,Tu piel
Amplexos;Digitaldubs;Leão Etíope do Méier;Lenine,Segura
Criolo,Espiral de Ilusão
Jor'dan Armstrong,Tomorrow
Breakestra;Choklate,Take My Time
Jor'dan Armstrong,SHE
Jorge Drexler,Vaivén
QUITAPENAS,Papaya
Morbo y Mambo,Rogers Nelson
Los Amigos Invisibles,Cool Love 3
Calle 13,Esto Con Eso
The Bongo Hop;Dafuniks,The Red Hill
La Cumbia Chicharra;Emilie Rambaud,Mapalé
Fela Kuti,Water No Get Enemy
Cymande,Brothers On The Slide
Jor'dan Armstrong,Clout
Los Amigos Invisibles,Llegaste Tarde
Calle 13,Tal Para Cual
Orgone,Duck and Cover
Jorge Drexler,Una canción me trajo hasta aquí
La Misa Negra,Cumbia Milagrosa
Afrocidade,Direto de Camaçacity
Samuca e a Selva,Feitiço
Grupo Fantasma,Arroz Con Frijoles
Jorge Drexler,Disneylandia - Cara B
Calle 13,Los De Atrás Vienen Conmigo
Juanafé,El Volcán
The Bongo Hop;Maikcel,Pa' Congo
The Budos Band,Black Hills
Samuca e a Selva,Feitiço
Juanafé;La Flor del Recuerdo,Mi Último Fracaso
William Onyeabor,Beautiful Baby
Juanafé;Carmen Lienqueo,Canto para Siempre
Los Amigos Invisibles,Es la Verdad
Lack Of Afro;Wax;Herbal T,International
Mandrill,Can You Get It
Metá Metá,Orunmilá
Samuca e a Selva;Illy,Lambe-Lambe
Juanafé,Afrorumbachilenera
The New Mastersounds;Eddie Roberts;Lamar Williams Jr.,Meet You In The Sunshine
BaianaSystem;Makavelli;Jay Mitta,Nauliza
Orquestra Brasileira de Música Jamaicana,País Tropical
Plastilina Mosh,Banano´s Bar
Los Amigos Invisibles;Kinky,Anestesiada (feat. Kinky)
Jorge Drexler,Memoria del cuero
Los Amigos Invisibles;Los Auténticos Decadentes,Aquí Nadie Esta Sano (feat. Los Auténticos Decadentes)
BaianaSystem;Tropkillaz,Saci (Remix)
Calle 13,Muerte En Hawaii
The Bamboos,Hard Up
Kutiman;Doctor Flake,Maasai - Doctor Flake Remix
William Onyeabor,Fantastic Man
Menahan Street Band;Saundra Williams,There's a New Day Coming
TJ Cream;Ozoro,Sticks & Stones
Manu Dibango,Soul Makossa
Thiago França,Raggaxixe
Sarah Téibo,Lead the Way
Thiago França,Um samba pra John Coltrane
Nathanael,24/7
Voilaaa;Pat Kalla,Pour la vie
Big Ty;Markis,Le king m'a validé
The Poets Of Rhythm,More Mess on My Thing
Mulatu Astatke,Yègellé Tezeta
Timoneki,Mictlán
Sarah Téibo;Fred Hammond,Like a Child - Remix
Morbo y Mambo;Andres Nusser,Plan de Vuelo
Voilaaa;Hawa;Fouley Badiaga,Vampires
Los Amigos Invisibles,Si Estuvieras Aquí
Afrocidade,Vivão (vinheta)
QUITAPENAS,Guayabo
Son Palenque;Cerrero;El León Pardo,Adiós Batata - Cerrero Dub Mix
The Bamboos;Washington,The Wilhelm Scream
Ikebe Shakedown,Tujunga
Nosa,Why You Love Me
The Mighty Imperials,Cold Sweat
The Poets Of Rhythm,Ham Gallery
Jorge Drexler,Cerca del mar
Metá Metá,Oya
Criolo,Hora da Decisão
The Bongo Hop;Nidia Gongora,La Carga
Criolo,Filha do Maneco
Voilaaa;Pat Kalla,Water No Get Enemy
Mandrill,Lord Of The Golden Baboon
Criolo,Calçada
BaianaSystem,Barbatana
Plastilina Mosh,Kinkinzazo
Juanafé,Chinchín
Jorge Drexler,Club Tonight - Cara B
Los Amigos Invisibles,Plastic Woman
Orquestra Brasileira de Música Jamaicana,Take 5 - Ao Vivo Na Casa De Francisca
